"","feature","EM-Percentile-tos-585","EM-Percentile-tos-245","EM-Percentile-tos-126"
"5186","Montipora_tuberculosa",68.50699844479,65.3188180404355,67.4961119751166
"5187","Montipora_turgescens",69.5169712793734,65.9268929503916,68.9947780678851
"5188","Montipora_undata",64.4644644644645,59.6596596596597,65.3653653653654
"5189","Montipora_venosa",69.6258253851798,66.984592809978,69.2589875275128
"5190","Montipora_verrucosa",69.8403962575674,66.2630709961475,69.4551458447991
"5191","Mooreonuphis_nebulosa",89.4273127753304,92.511013215859,88.9867841409692
"5192","Moringua_abbreviata",63.2075471698113,59.0146750524109,64.2557651991614
"5193","Moringua_bicolor",58.8697017268446,54.0031397174254,61.8524332810047
"5194","Moringua_ferruginea",66.8402777777778,63.6284722222222,66.8402777777778
"5195","Moringua_javanica",66.6051660516605,61.90036900369,66.2361623616236
"5196","Moringua_macrochir",64.6425073457395,60.4309500489716,64.5445641527914
"5197","Moringua_microchir",57.122905027933,52.2346368715084,60.7541899441341
